name,category,title,description,date,
,경제,근로기준법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-24,근로기준법
,경제,근로기준법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-14,근로기준법
,경제,할부거래에 관한 법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-14,할부거래
,민생,가축전염병 예방법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-11,가축전염벙
,사회,문화재보호법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-11,문화재 보호
,외교,일본의 독도 왜곡 초등학교 교과서 검정 승인 취소 촉구 결의안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-11,일본 독도 교과서
,복지,장애인·노인·임산부등의편의증진보장에관한법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-07,장애인
,경제,보험업법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-07,보험업
,경제,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-01,남녀고용평등
,정치,형법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-01,형법
,경제,근로기준법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-01,근로기준법
,경제,사회적기업 육성법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-04-01,사회적기업
,경제,상가건물 임대차보호법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-31,임대차보호법
,외교,유엔 사무국 및 관련 산하기관 발간 지도상 동해 표기 촉구 결의안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-31,유엔 동해 표기
,정치,행정기관의 포상금 설치 및 운영에 관한 법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-28,행정기관 포상금
,복지,국민건강증진법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-28,국민건강증진
,경제,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-26,고용보험
,경제,고용보험법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-26,고용보험
,사회,폐기물관리법 일부개정법률안,"현행법은 신용카드업자에게 영세한 중소신용카드가맹점에 대한 우대수수료율을 적용하도록 하고 있으며, 신용카드업자와 합리적 계약을 체결·유지하기 위해 신용카드가맹점 단체 설립을 허용하고 있음.
그러나 신용카드업자가 일방적으로 수수료율을 정하도록 하는 현행 체계에서 대형가맹점에 영세한 가맹점보다 더 낮은 수수료율을 적용하여 우대하는 경우가 있고, 신용카드가맹점들은 수수료율을 산정하는 방식이나 절차도 알기 어려워 협상에서 불리한 위치를 차지하고 있음.
또한 현행법 시행령에서 신용카드가맹점 단체를 설립할 수 있는 가맹점의 요건이 연간 매출규모가 2억원 이하로 정하고 있어 가맹점단체가 실질적인 협상력을 갖추기 어려운 실정임.
이에 모든 신용카드가맹점이 가맹점단체를 설립할 수 있도록 규모 등의 요건을 삭제하고, 신용카드업자는 가맹점단체가 거래조건과 관련하여 협의를 요청하는 경우에는 의무적으로 협의하도록 하며, 우대수수료율을 적용받는 대상을 확대하되 대형신용카드가맹점에 대해서는 우대수수료율 이상의 수수료율을 적용하도록 하는 등 카드수수료율을 둘러싼 갈등 해소를 제도화하고 중소신용카드가맹점의 어려움을 해소하려는 것임(안 제18조의2 및 제18조의3).",2014-03-25,폐기물관리
,사회,환경보건법 일부개정법률안,,2014-03-25,환경보건
,사회,형제복지원 피해사건 진상규명 및 피해자 지원에 관한 법률안,,2014-03-24,형제복지원
,민생,발암물질 등의 관리 및 암 예방 특별법안,,2014-03-20,발암물질
,경제,고용보험법 일부개정법률안,,2014-03-20,고용보험
,민생,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,,2014-03-20,남녀고용평등
,사회,성별영향분석평가법 일부개정법률안,,2014-03-19,성별영향분석평가
,민생,공공기관의 운영에 관한 법률 일부개정법률안,,2014-03-19,공공기관 운영
,민생,가족관계의 등록 등에 관한 법률 일부개정법률안,,2014-03-19,가족관계
,사회,문화예술교육 지원법 일부개정법률안,,2014-03-18,문화예술교육
,경제,전자금융거래법 일부개정법률안,,2014-03-17,전자금융거래
,민생,산업재해보상보험법 일부개정법률안,,2014-03-17,산업재해보앗ㅇ보험
,민생,자살예방 및 생명존중문화 조성을 위한 법률 일부개정법률안,,2014-03-17,자살예방 생명존중
,경제,전자금융거래법 일부개정법률안,,2014-03-17,전가금융거래
,경제,한국은행법 일부개정법률안,,2014-03-17,한국은행
,복지,국민건강증진법 일부개정법률안,,2014-03-14,국민건강증진
,경제,고용보험법 일부개정법률안,,2014-03-14,고용보험
,경제,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,,2014-03-14,고용보험
,사회,변호사법 일부개정법률안,,2014-03-13,변호사
,복지,기초노령연금법 일부개정법률안,,2014-03-13,기초노령연금
,사회,군사법원법 일부개정법률안,,2014-03-13,군사법원
,민생,관광진흥법 일부개정법률안,,2014-03-13,관광진흥
,복지,장애인활동 지원에 관한 법률 일부개정법률안,,2014-03-13,장애인
,민생,소비자기본법 일부개정법률안,,2014-03-06,소비자기본법
,경제,근로기준법 일부개정법률안,,2014-03-06,근로기준
,사회,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,,2014-03-06,남녀고용평등
,정치,국회에서의 증언·감정 등에 관한 법률 일부개정법률안,,2014-03-06,국회
,경제,근로자참여 및 협력증진에 관한 법률 일부개정법률안,,2014-03-05,근로자참여 협력
,사회,관광진흥법 일부개정법률안,,2014-03-05,관관진흥
,경제,유통산업발전법 일부개정법률안,,2014-03-04,유통산업발전
,경제,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,,2014-03-04,중소기업 상생협력
,경제,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,,2014-02-27,영화 비디오물
,민생,대기환경보전법 일부개정법률안,,2014-02-26,대기환경보전
,경제,한국정책금융공사법 일부개정법률안,,2014-02-19,한국정책금융공사
,경제,한국주택금융공사법 일부개정법률안,,2014-02-19,한국정책금융공사
,경제,대한석탄공사법 일부개정법률안,,2014-02-19,대한석탄공사
,경제,한국광물자원공사법 일부개정법률안,,2014-02-19,한국광물자원공사
,경제,신용보증기금법 일부개정법률안,,2014-02-19,신용보증기금
,민생,사회기반시설에 대한 민간투자법 일부개정법률안,,2014-02-19,사회기반시설
,경제,중소기업진흥에 관한 법률 일부개정법률안,,2014-02-19,중소기업진흥
,복지,한국장학재단 설립 등에 관한 법률 일부개정법률안,,2014-02-19,한국장학재단
,경제,대한무역투자진흥공사법 일부개정법률안,,2014-02-19,대한무역투자진흥
,경제,한국수출입은행법 일부개정법률안,,2014-02-19,한국수출입은행
,외교,무역보험법 일부개정법률안,,2014-02-19,무역보험법
,경제,기술신용보증기금법 일부개정법률안,,2014-02-19,기술신용보진기금
